,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.09685,0.043343,-0.994355,-0.096802,0.077462,-0.992285,0.0,0.061,38.3,22.4,357.9,-0.085,0.017,0.055,0.0,0.0,2.11,0.0,0.0,0.0,0.17,0.44,0.0,0.0,0.28,0.24,0.14,0.0,0.88,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.096246,0.053852,-0.9939,-0.091567,0.084185,-0.992234,0.002,0.069,38.1,22.3,356.3,-0.082,0.012,0.057,0.0,0.0,2.16,0.0,0.0,0.0,0.08,0.36,0.0,0.0,0.25,0.33,0.07,0.0,0.72,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.086894,0.045087,-0.995197,-0.099947,0.059652,-0.993203,-0.007,0.053,38.4,22.1,357.7,-0.092,0.012,0.063,0.0,0.0,2.2,0.0,0.0,0.0,0.04,0.31,0.0,0.0,0.22,0.39,0.03,0.0,0.65,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.088144,0.040667,-0.995277,-0.099776,0.053816,-0.993553,-0.006,0.047,38.4,22.1,357.7,-0.097,0.011,0.065,0.0,0.0,2.25,0.0,0.0,0.0,0.03,0.25,0.0,0.0,0.21,0.42,0.09,0.0,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.071221,0.035817,-0.996817,-0.1015,0.047258,-0.993712,-0.015,0.042,38.6,22.0,357.8,-0.101,0.007,0.068,0.0,0.0,2.21,0.0,0.0,0.0,0.04,0.19,0.0,0.0,0.23,0.44,0.1,0.0,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.070795,0.034728,-0.996886,-0.101584,0.045962,-0.993765,-0.015,0.041,38.6,22.0,357.7,-0.104,0.006,0.07,0.0,0.0,2.14,0.0,0.0,0.0,0.02,0.21,0.0,0.0,0.3,0.31,0.1,0.0,0.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.078944,0.035935,-0.996231,-0.099049,0.050995,-0.993775,-0.01,0.044,38.8,22.2,357.5,-0.105,0.001,0.071,0.0,0.0,2.08,0.01,0.0,0.0,0.04,0.28,0.0,0.0,0.22,0.16,0.02,0.0,0.8,0.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.076802,0.03332,-0.996489,-0.09108,0.053023,-0.994431,-0.007,0.043,38.7,22.4,355.6,-0.105,-0.003,0.07,0.0,0.0,2.06,0.01,0.0,0.0,0.09,0.33,0.0,0.0,0.12,0.01,0.0,0.0,0.94,0.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.076531,0.033182,-0.996515,-0.094321,0.050513,-0.994259,-0.009,0.042,38.7,22.5,355.3,-0.108,-0.004,0.072,0.0,0.0,2.08,0.15,0.0,0.0,0.13,0.26,0.0,0.0,0.0,0.1,0.0,0.0,0.95,0.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.072153,0.029215,-0.996966,-0.092742,0.047616,-0.994551,-0.01,0.039,38.7,22.5,354.8,-0.113,-0.005,0.074,0.0,0.0,1.98,0.16,0.0,0.0,0.1,0.13,0.0,0.0,0.04,0.41,0.0,0.1,0.6,0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
