,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.018732,0.134138,-0.990786,-0.048531,0.110933,-0.992642,-0.015,0.123,49.8,50.4,363.1,-0.128,-0.007,0.004,0.0,0.0,0.6,0.0,0.0,0.61,0.0,0.0,0.0,0.1,0.13,0.96,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.025341,0.134629,-0.990572,-0.039275,0.112723,-0.99285,-0.007,0.124,49.9,50.6,363.7,-0.135,-0.006,0.006,0.0,0.0,0.78,0.0,0.0,0.74,0.0,0.0,0.0,0.09,0.25,1.19,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.020059,0.108797,-0.993862,-0.053552,0.086849,-0.994781,-0.017,0.098,45.8,47.0,361.1,-0.156,-0.004,0.003,0.0,0.0,0.92,0.0,0.0,0.78,0.0,0.0,0.0,0.08,0.3,1.45,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.025979,0.118998,-0.992554,-0.049384,0.098798,-0.993881,-0.012,0.109,45.6,46.8,360.5,-0.143,-0.008,-0.0,0.0,0.0,1.04,0.0,0.0,0.96,0.0,0.0,0.0,0.3,0.51,1.6,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.001987,0.147219,-0.989102,-0.065301,0.094454,-0.993385,-0.032,0.121,41.1,44.8,362.2,-0.155,0.018,-0.005,0.0,0.0,1.2,0.0,0.0,1.03,0.0,0.0,0.0,0.47,0.6,1.54,0.0,0.37,0.09,0.14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5,6,0.167,0.98,1,-0.023149,0.128514,-0.991437,-0.10128,0.09176,-0.990617,-0.063,0.111,37.2,43.8,365.1,-0.166,0.049,-0.015,0.04,0.0,1.56,0.0,0.0,1.21,0.0,0.0,0.0,0.45,0.66,1.46,0.0,0.25,0.09,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6,7,0.2,0.98,1,0.045541,0.079017,-0.995833,-0.117852,0.031234,-0.99254,-0.036,0.055,34.2,43.1,368.1,-0.183,0.069,-0.017,0.24,0.0,2.02,0.0,0.0,1.25,0.0,0.0,0.0,0.22,0.42,1.48,0.0,0.05,0.15,0.6,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,8,0.233,0.98,1,0.098473,0.076085,-0.992227,-0.133261,0.035041,-0.990461,-0.018,0.056,32.3,41.9,367.2,-0.187,0.083,-0.019,0.47,0.0,2.17,0.0,0.04,1.44,0.0,0.0,0.0,0.1,0.24,1.38,0.0,0.0,0.16,0.75,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8,9,0.267,0.98,1,0.031512,0.059362,-0.997739,-0.125819,0.004769,-0.992042,-0.047,0.032,30.3,40.7,363.1,-0.196,0.092,-0.013,0.61,0.0,2.1,0.0,0.06,1.52,0.0,0.0,0.0,0.27,0.19,1.25,0.0,0.0,0.28,0.79,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,10,0.3,0.98,1,0.032994,0.069698,-0.997022,-0.117375,0.01194,-0.993016,-0.042,0.041,30.2,40.6,362.7,-0.186,0.09,-0.011,0.45,0.0,1.98,0.0,0.1,1.52,0.0,0.0,0.0,0.39,0.24,1.13,0.0,0.0,0.35,0.79,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,11,0.333,0.98,1,-0.004426,0.099105,-0.995067,-0.111706,0.026264,-0.993394,-0.058,0.063,28.7,39.1,360.6,-0.2,0.101,-0.012,0.34,0.0,2.01,0.0,0.19,1.62,0.0,0.0,0.01,0.68,0.26,0.99,0.0,0.0,0.52,0.92,0.18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
