,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.93,1,-0.200849,-0.050592,-0.978315,-0.266976,-0.024963,-0.96338,-0.236,-0.039,91.9,39.9,292.6,-0.273,0.234,0.066,0.0,0.85,0.71,0.0,0.0,0.33,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.93,1,-0.203235,-0.067059,-0.976831,-0.209407,-0.032402,-0.977292,-0.208,-0.051,91.8,39.8,292.2,-0.288,0.228,0.072,0.0,0.8,0.66,0.0,0.0,0.38,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.93,1,-0.202668,-0.06741,-0.976924,-0.209753,-0.035005,-0.977127,-0.208,-0.052,91.7,39.8,292.1,-0.29,0.228,0.073,0.0,0.83,0.69,0.0,0.0,0.45,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.93,1,-0.172624,-0.058334,-0.983259,-0.237408,-0.028483,-0.970992,-0.207,-0.044,92.3,40.6,292.7,-0.288,0.226,0.076,0.02,0.88,0.77,0.0,0.0,0.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.93,1,-0.175044,-0.058254,-0.982836,-0.246595,-0.025126,-0.968793,-0.213,-0.043,92.2,40.6,292.5,-0.287,0.226,0.076,0.02,0.93,0.83,0.0,0.0,0.64,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.93,1,-0.174138,-0.059616,-0.982915,-0.243655,-0.026175,-0.969509,-0.211,-0.044,92.2,40.6,292.5,-0.288,0.226,0.076,0.02,0.93,0.82,0.0,0.0,0.7,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.93,1,-0.175067,-0.058996,-0.982787,-0.246269,-0.025523,-0.968865,-0.213,-0.043,92.2,40.6,292.5,-0.287,0.226,0.076,0.03,0.91,0.82,0.0,0.0,0.74,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.93,1,-0.174115,-0.056582,-0.983098,-0.246515,-0.023945,-0.968843,-0.212,-0.041,92.2,40.6,292.5,-0.286,0.227,0.075,0.13,0.97,0.78,0.0,0.0,0.64,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.93,1,-0.121438,-0.063469,-0.990568,-0.241491,-0.035457,-0.969755,-0.183,-0.05,93.0,40.8,292.7,-0.287,0.224,0.08,0.26,1.08,0.75,0.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.93,1,-0.124216,-0.063495,-0.990222,-0.244217,-0.037447,-0.968997,-0.186,-0.051,93.0,40.8,292.7,-0.286,0.224,0.081,0.35,1.2,0.69,0.0,0.0,0.35,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,11,0.333,0.93,1,-0.125827,-0.06515,-0.989911,-0.23959,-0.036565,-0.970185,-0.184,-0.052,93.1,40.8,292.9,-0.287,0.223,0.082,0.35,1.22,0.68,0.0,0.0,0.27,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12,0.367,0.93,1,-0.125969,-0.064736,-0.98992,-0.243359,-0.038277,-0.969181,-0.186,-0.053,93.1,40.8,292.8,-0.286,0.223,0.081,0.35,1.2,0.67,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,13,0.4,0.93,1,-0.125934,-0.064702,-0.989926,-0.247753,-0.037731,-0.968088,-0.189,-0.052,93.1,40.8,292.8,-0.286,0.223,0.081,0.37,1.23,0.68,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14,0.433,0.93,1,-0.156246,-0.072652,-0.985043,-0.243887,-0.025106,-0.969479,-0.202,-0.05,93.0,40.9,292.2,-0.284,0.225,0.078,0.4,1.28,0.69,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,15,0.467,0.98,1,-0.156532,-0.071425,-0.985087,-0.245037,-0.023555,-0.969227,-0.203,-0.049,93.0,40.9,292.2,-0.283,0.226,0.078,0.43,1.32,0.69,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,16,0.5,0.98,1,-0.156177,-0.071138,-0.985164,-0.245544,-0.023397,-0.969103,-0.203,-0.048,93.0,40.9,292.2,-0.283,0.226,0.078,0.44,1.31,0.69,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16,17,0.533,0.98,1,-0.155571,-0.07104,-0.985267,-0.245037,-0.022817,-0.969245,-0.202,-0.048,93.0,40.9,292.2,-0.284,0.225,0.078,0.45,1.31,0.69,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,18,0.567,0.98,1,-0.15573,-0.070855,-0.985255,-0.245515,-0.023449,-0.969109,-0.202,-0.048,93.0,40.9,292.2,-0.284,0.225,0.078,0.47,1.3,0.77,0.0,0.0,0.3,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19,0.6,0.98,1,-0.157264,-0.063288,-0.985527,-0.245202,-0.014189,-0.969368,-0.203,-0.04,92.1,41.1,291.2,-0.274,0.227,0.071,0.49,1.29,0.84,0.0,0.0,0.37,0.04,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20,0.633,0.98,1,-0.155932,-0.065852,-0.98557,-0.240905,-0.016569,-0.970407,-0.2,-0.042,92.1,41.1,291.2,-0.277,0.227,0.07,0.47,1.21,0.9,0.0,0.0,0.42,0.04,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,21,0.667,0.98,1,-0.155313,-0.065508,-0.985691,-0.242182,-0.015414,-0.970108,-0.201,-0.041,92.1,41.1,291.1,-0.277,0.228,0.07,0.43,1.17,0.88,0.0,0.0,0.36,0.03,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22,0.7,0.98,1,-0.154922,-0.065579,-0.985748,-0.242124,-0.01528,-0.970125,-0.2,-0.041,92.1,41.1,291.1,-0.277,0.228,0.07,0.39,1.11,0.88,0.0,0.0,0.35,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23,0.733,0.98,1,-0.154859,-0.065605,-0.985756,-0.241885,-0.016294,-0.970168,-0.2,-0.042,92.1,41.1,291.1,-0.277,0.228,0.07,0.37,1.13,0.84,0.0,0.0,0.39,0.01,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,0.767,0.93,1,-0.142184,-0.091121,-0.985637,-0.238857,-0.056648,-0.969401,-0.192,-0.075,91.5,41.0,289.5,-0.263,0.233,0.066,0.32,1.12,0.74,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,0.8,0.93,1,-0.139776,-0.093448,-0.985764,-0.239428,-0.055669,-0.969317,-0.192,-0.076,91.6,41.0,289.6,-0.264,0.233,0.064,0.29,1.11,0.65,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.01,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,26,0.833,0.93,1,-0.138891,-0.092477,-0.98598,-0.239455,-0.055602,-0.969314,-0.191,-0.076,91.6,41.0,289.6,-0.264,0.233,0.064,0.28,1.1,0.63,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,27,0.867,0.93,1,-0.138862,-0.092578,-0.985975,-0.239064,-0.055354,-0.969425,-0.191,-0.076,91.6,41.0,289.6,-0.264,0.233,0.064,0.29,1.1,0.65,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.01,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28,0.9,0.93,1,-0.139163,-0.092179,-0.98597,-0.239335,-0.055347,-0.969358,-0.191,-0.075,91.6,41.1,289.6,-0.264,0.233,0.065,0.35,1.13,0.65,0.0,0.0,0.37,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,29,0.933,0.93,1,-0.131174,-0.091895,-0.987091,-0.241427,-0.075273,-0.967495,-0.188,-0.085,91.5,41.3,289.5,-0.263,0.235,0.065,0.37,1.18,0.64,0.0,0.0,0.44,0.02,0.0,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,30,0.967,0.93,1,-0.129318,-0.093701,-0.987166,-0.240352,-0.075856,-0.967717,-0.187,-0.087,91.4,41.3,289.3,-0.265,0.234,0.065,0.36,1.2,0.62,0.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
