,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.161357,0.105038,-0.98129,0.072528,0.147548,-0.986392,0.118,0.128,19.5,70.5,420.0,-0.019,-0.1,-0.079,0.0,0.0,0.0,0.08,0.97,0.0,0.0,1.15,1.03,0.7,0.0,0.39,0.0,0.8,0.0,0.44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.167643,0.110974,-0.979582,0.0814,0.137488,-0.987153,0.126,0.126,19.6,70.5,420.1,-0.021,-0.103,-0.086,0.0,0.0,0.0,0.03,1.15,0.26,0.06,1.57,1.13,1.0,0.0,0.63,0.0,0.55,0.0,0.48,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.146979,0.099983,-0.984073,0.058802,0.110906,-0.99209,0.104,0.106,19.4,70.7,420.7,-0.029,-0.1,-0.088,0.0,0.0,0.0,0.0,1.33,0.26,0.13,1.84,1.26,1.17,0.0,0.7,0.0,0.43,0.0,0.37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.142047,0.103947,-0.984387,0.056571,0.129687,-0.98994,0.1,0.118,19.5,70.2,418.0,-0.033,-0.103,-0.094,0.0,0.0,0.0,0.0,1.44,0.23,0.16,1.97,1.27,1.13,0.0,0.64,0.0,0.43,0.0,0.37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.151315,0.09619,-0.983794,0.044421,0.129785,-0.990547,0.099,0.114,19.5,70.1,417.8,-0.028,-0.105,-0.09,0.0,0.0,0.0,0.0,1.42,0.12,0.18,2.0,1.29,1.1,0.0,0.57,0.0,0.43,0.0,0.39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.134332,0.098467,-0.986032,0.033235,0.145351,-0.988822,0.085,0.123,19.4,70.2,418.3,-0.029,-0.1,-0.092,0.0,0.0,0.0,0.0,1.39,0.14,0.17,2.0,1.22,1.05,0.0,0.53,0.0,0.38,0.0,0.49,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.142216,0.097824,-0.98499,0.042697,0.140676,-0.989135,0.093,0.12,19.5,70.3,419.1,-0.029,-0.101,-0.091,0.0,0.0,0.0,0.05,1.34,0.08,0.11,1.97,1.2,1.03,0.0,0.49,0.0,0.38,0.0,0.53,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.135828,0.106312,-0.985012,0.043734,0.136086,-0.989731,0.091,0.122,19.5,70.1,418.2,-0.026,-0.105,-0.09,0.0,0.0,0.0,0.05,1.4,0.09,0.06,2.07,1.28,0.98,0.0,0.53,0.0,0.42,0.0,0.59,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.146924,0.117605,-0.982132,0.044851,0.146923,-0.988131,0.097,0.133,19.6,70.1,417.7,-0.03,-0.105,-0.091,0.0,0.0,0.0,0.05,1.42,0.07,0.05,2.02,1.32,0.86,0.0,0.61,0.0,0.47,0.0,0.57,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.206174,0.090704,-0.974302,0.044222,0.137035,-0.989579,0.127,0.115,19.7,70.0,417.7,-0.029,-0.105,-0.09,0.0,0.0,0.0,0.03,1.42,0.09,0.05,1.98,1.38,0.84,0.0,0.68,0.0,0.49,0.0,0.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
