,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.108519,0.327206,-0.938701,-0.030259,0.318697,-0.947374,0.041,0.33,-13.2,-55.8,350.4,0.171,-0.022,0.149,0.0,0.0,1.95,0.0,0.63,2.07,0.0,0.13,0.0,0.0,0.14,1.09,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.112403,0.309393,-0.944268,-0.029474,0.300094,-0.953454,0.044,0.311,-13.2,-55.6,349.6,0.15,-0.035,0.156,0.0,0.0,1.9,0.0,0.6,1.95,0.0,0.17,0.0,0.0,0.28,1.38,0.18,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.112801,0.305402,-0.945519,-0.025079,0.298018,-0.954231,0.046,0.308,-13.2,-55.5,349.5,0.142,-0.04,0.159,0.0,0.0,1.85,0.0,0.57,1.83,0.0,0.19,0.0,0.0,0.41,1.59,0.14,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.115507,0.299234,-0.947163,-0.021042,0.291704,-0.956277,0.05,0.301,-13.2,-55.5,349.7,0.137,-0.042,0.16,0.0,0.0,1.75,0.0,0.52,1.71,0.0,0.17,0.0,0.0,0.54,1.65,0.11,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.115812,0.299804,-0.946945,-0.020614,0.290091,-0.956777,0.05,0.3,-13.2,-55.5,349.5,0.137,-0.043,0.161,0.0,0.0,1.73,0.0,0.52,1.77,0.0,0.15,0.0,0.0,0.61,1.74,0.09,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.113229,0.300953,-0.946893,-0.021348,0.291826,-0.956233,0.048,0.302,-13.2,-55.5,349.5,0.136,-0.043,0.161,0.0,0.0,1.72,0.0,0.53,1.79,0.0,0.12,0.0,0.0,0.63,1.69,0.03,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.111098,0.30185,-0.94686,-0.021779,0.29277,-0.955935,0.047,0.303,-13.2,-55.5,349.3,0.136,-0.042,0.16,0.0,0.0,1.71,0.0,0.54,1.75,0.0,0.13,0.0,0.0,0.57,1.65,0.03,0.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.111815,0.307518,-0.94495,-0.035592,0.289311,-0.956573,0.04,0.304,-13.2,-55.5,349.3,0.136,-0.042,0.159,0.0,0.0,1.72,0.0,0.56,1.69,0.0,0.17,0.0,0.0,0.54,1.59,0.11,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.116978,0.302684,-0.945885,-0.033942,0.289898,-0.956456,0.044,0.302,-13.2,-55.5,349.3,0.136,-0.042,0.159,0.0,0.0,1.7,0.0,0.56,1.67,0.0,0.21,0.0,0.0,0.57,1.6,0.21,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.113645,0.307838,-0.944627,-0.038006,0.281753,-0.958734,0.04,0.3,-13.3,-55.5,349.3,0.133,-0.042,0.158,0.0,0.0,1.73,0.0,0.54,1.66,0.0,0.26,0.0,0.0,0.76,1.67,0.33,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
