,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,-0.057472,0.084479,-0.994766,-0.178653,0.040777,-0.983067,-0.119,0.063,18.1,38.0,284.2,-0.026,0.176,-0.018,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.31,1.16,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,-0.05688,0.104226,-0.992926,-0.183527,0.064105,-0.980922,-0.121,0.085,18.1,37.7,283.7,-0.018,0.174,-0.019,0.0,0.0,0.38,0.0,0.0,0.08,0.0,0.0,0.0,1.03,0.0,0.29,1.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,-0.057835,0.112049,-0.992018,-0.181814,0.071086,-0.98076,-0.121,0.093,18.2,37.6,283.6,-0.011,0.175,-0.021,0.0,0.0,0.4,0.0,0.0,0.16,0.0,0.0,0.0,1.02,0.0,0.31,1.22,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,-0.057498,0.118416,-0.991298,-0.182462,0.075177,-0.980335,-0.121,0.098,18.1,37.5,283.7,-0.004,0.174,-0.021,0.0,0.0,0.38,0.0,0.0,0.14,0.0,0.0,0.0,0.93,0.0,0.31,1.15,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,-0.060259,0.125236,-0.990295,-0.181725,0.082249,-0.979904,-0.122,0.105,18.1,37.4,283.5,0.001,0.172,-0.019,0.0,0.0,0.36,0.0,0.0,0.14,0.0,0.0,0.0,0.96,0.0,0.33,1.06,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,-0.060095,0.120273,-0.99092,-0.178824,0.083095,-0.980366,-0.121,0.103,18.9,37.7,283.5,-0.002,0.171,-0.018,0.0,0.0,0.35,0.0,0.0,0.11,0.0,0.0,0.0,0.94,0.0,0.37,1.08,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,-0.062411,0.125604,-0.990115,-0.1782,0.086469,-0.980188,-0.122,0.107,18.9,37.6,283.5,0.003,0.17,-0.019,0.0,0.0,0.32,0.0,0.0,0.14,0.0,0.0,0.0,0.92,0.0,0.41,1.13,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,-0.061405,0.128488,-0.989808,-0.178612,0.089038,-0.979883,-0.121,0.11,18.9,37.5,283.3,0.005,0.17,-0.019,0.0,0.0,0.33,0.0,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.4,1.14,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,-0.05833,0.133303,-0.989357,-0.180764,0.079706,-0.980291,-0.121,0.108,19.2,37.7,283.5,-0.003,0.177,-0.016,0.0,0.0,0.32,0.0,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.34,1.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,-0.058434,0.136138,-0.988965,-0.178232,0.081511,-0.980607,-0.12,0.11,19.2,37.6,283.5,0.002,0.176,-0.015,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.31,1.09,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,11,0.333,0.98,1,-0.058139,0.143782,-0.9879,-0.179941,0.090187,-0.979534,-0.12,0.118,19.2,37.6,283.4,0.003,0.176,-0.015,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.1,0.32,0.98,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,12,0.367,0.98,1,-0.053242,0.136268,-0.98924,-0.176762,0.086317,-0.980461,-0.116,0.113,19.4,38.0,284.3,0.001,0.179,-0.014,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.18,0.37,0.85,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,13,0.4,0.98,1,-0.054257,0.139785,-0.988694,-0.177577,0.090031,-0.97998,-0.117,0.116,19.4,38.0,284.2,0.002,0.179,-0.013,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.24,0.43,0.74,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,14,0.433,0.98,1,-0.054555,0.138856,-0.988809,-0.17527,0.095966,-0.979832,-0.116,0.119,19.4,38.0,284.3,0.002,0.179,-0.013,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.22,0.44,0.71,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
