,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.93,1,0.189238,0.075393,-0.979033,0.041251,0.054554,-0.997658,0.116,0.066,-6.1,71.6,559.9,0.028,-0.148,0.081,0.0,0.0,0.33,0.0,0.0,0.87,0.0,0.68,0.17,0.0,0.0,2.57,0.29,1.15,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.195838,0.084728,-0.976969,0.044595,0.06045,-0.997175,0.121,0.073,-6.4,71.7,560.5,0.038,-0.156,0.093,0.0,0.0,0.31,0.0,0.0,0.84,0.0,0.65,0.12,0.0,0.0,2.5,0.42,1.18,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.93,1,0.197293,0.08525,-0.976631,0.043526,0.060748,-0.997204,0.121,0.074,-6.7,71.9,560.8,0.04,-0.16,0.103,0.08,0.0,0.32,0.0,0.0,0.81,0.0,0.63,0.11,0.0,0.0,2.42,0.46,1.24,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.93,1,0.194617,0.07552,-0.977968,0.040398,0.05102,-0.99788,0.118,0.064,-6.9,72.2,561.7,0.027,-0.158,0.108,0.08,0.0,0.24,0.0,0.0,0.54,0.0,0.6,0.08,0.0,0.0,2.29,0.45,1.32,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.93,1,0.19478,0.069914,-0.978352,0.040318,0.044711,-0.998186,0.118,0.058,-7.0,72.4,561.9,0.019,-0.161,0.113,0.1,0.0,0.25,0.0,0.0,0.49,0.0,0.6,0.1,0.0,0.0,2.31,0.5,1.4,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.88,1,0.196909,0.065798,-0.978211,0.041408,0.040953,-0.998303,0.12,0.054,-7.1,72.4,561.9,0.014,-0.167,0.116,0.03,0.0,0.17,0.0,0.0,0.47,0.0,0.57,0.1,0.0,0.0,2.31,0.63,1.46,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.88,1,0.197478,0.063033,-0.978279,0.041598,0.038574,-0.99839,0.12,0.051,-7.2,72.6,561.6,0.012,-0.169,0.117,0.03,0.0,0.18,0.0,0.0,0.54,0.0,0.56,0.17,0.0,0.0,2.25,0.68,1.51,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.93,1,0.197959,0.06493,-0.978058,0.041034,0.040205,-0.998349,0.12,0.053,-7.2,72.7,561.1,0.015,-0.171,0.118,0.01,0.0,0.21,0.0,0.0,0.56,0.0,0.5,0.2,0.0,0.0,2.26,0.68,1.57,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.88,1,0.197325,0.062392,-0.978351,0.0407,0.03819,-0.998441,0.12,0.051,-7.3,72.5,559.7,0.014,-0.172,0.116,0.12,0.0,0.34,0.0,0.0,0.69,0.0,0.48,0.21,0.0,0.0,2.3,0.44,1.49,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9,10,0.3,0.88,1,0.187201,0.05935,-0.980527,0.029889,0.032687,-0.999019,0.109,0.046,-7.9,73.1,564.0,0.007,-0.145,0.109,0.12,0.0,0.38,0.0,0.0,0.84,0.0,0.4,0.22,0.0,0.0,2.45,0.42,1.47,0.0,0.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
