,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.145616,0.449975,-0.88109,-0.081142,0.470886,-0.878455,0.037,0.482,54.3,-44.1,388.2,0.296,-0.078,-0.013,0.0,0.0,0.0,0.0,0.32,1.54,0.0,0.79,0.15,0.0,0.2,0.08,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.135051,0.443419,-0.886082,-0.065088,0.470166,-0.880175,0.04,0.477,54.0,-44.2,387.0,0.294,-0.082,-0.016,0.0,0.0,0.0,0.0,0.39,1.4,0.0,0.69,0.18,0.0,0.39,0.16,0.0,0.28,0.0,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.145648,0.446232,-0.882986,-0.060961,0.468338,-0.881444,0.048,0.478,53.9,-44.3,386.8,0.296,-0.081,-0.015,0.0,0.0,0.0,0.02,0.41,1.38,0.0,0.58,0.15,0.0,0.37,0.21,0.0,0.19,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.137093,0.44531,-0.884819,-0.063936,0.469271,-0.880737,0.041,0.478,53.8,-44.2,386.3,0.296,-0.079,-0.014,0.0,0.0,0.0,0.02,0.43,1.3,0.0,0.53,0.11,0.0,0.24,0.2,0.0,0.16,0.0,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.13751,0.446558,-0.884125,-0.061778,0.468879,-0.881099,0.043,0.478,53.7,-44.3,386.1,0.298,-0.081,-0.012,0.0,0.0,0.0,0.09,0.38,1.18,0.0,0.44,0.11,0.0,0.13,0.19,0.0,0.15,0.0,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.132949,0.452534,-0.881781,-0.068207,0.480998,-0.874064,0.037,0.489,53.8,-44.4,386.4,0.307,-0.081,-0.013,0.0,0.0,0.0,0.11,0.38,1.1,0.0,0.4,0.13,0.0,0.08,0.13,0.0,0.14,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.13762,0.449746,-0.882491,-0.067483,0.478949,-0.875245,0.04,0.486,53.6,-44.4,386.0,0.307,-0.083,-0.011,0.0,0.0,0.0,0.2,0.36,1.02,0.0,0.39,0.16,0.0,0.05,0.11,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.132283,0.452443,-0.881928,-0.071468,0.482155,-0.873166,0.035,0.489,53.6,-44.4,385.7,0.309,-0.084,-0.009,0.0,0.0,0.0,0.13,0.34,0.91,0.0,0.45,0.14,0.0,0.0,0.13,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.124336,0.457143,-0.880659,-0.07778,0.486713,-0.870092,0.027,0.494,53.7,-44.6,386.4,0.316,-0.081,-0.007,0.0,0.0,0.0,0.09,0.29,0.87,0.0,0.51,0.18,0.0,0.0,0.11,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.118464,0.460918,-0.879501,-0.078069,0.489039,-0.868761,0.023,0.498,53.6,-44.6,385.9,0.323,-0.079,-0.006,0.0,0.0,0.0,0.0,0.26,0.94,0.0,0.5,0.2,0.0,0.0,0.07,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,11,0.333,0.98,1,0.113056,0.46421,-0.87848,-0.080513,0.493814,-0.865832,0.019,0.502,53.7,-44.8,386.1,0.328,-0.076,-0.004,0.0,0.0,0.0,0.09,0.21,1.02,0.0,0.41,0.18,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12,0.367,0.98,1,0.110434,0.480248,-0.870153,-0.067992,0.499333,-0.863738,0.024,0.514,53.8,-44.9,386.7,0.336,-0.076,-0.0,0.0,0.0,0.0,0.17,0.19,0.86,0.0,0.26,0.16,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,13,0.4,0.98,1,0.114015,0.4791,-0.870324,-0.067096,0.49587,-0.865801,0.027,0.512,53.6,-44.8,386.1,0.336,-0.079,0.004,0.0,0.0,0.0,0.18,0.18,0.75,0.0,0.17,0.1,0.0,0.0,0.0,0.2,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14,0.433,0.98,1,0.111424,0.477551,-0.87151,-0.065159,0.492423,-0.867914,0.027,0.509,53.7,-45.0,386.2,0.335,-0.08,0.005,0.0,0.0,0.0,0.1,0.2,0.6,0.0,0.19,0.13,0.0,0.0,0.0,0.43,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14,15,0.467,0.98,1,0.111762,0.47989,-0.870181,-0.06857,0.491016,-0.868448,0.025,0.509,53.7,-45.1,386.3,0.338,-0.081,0.009,0.0,0.0,0.0,0.02,0.21,0.66,0.0,0.28,0.13,0.0,0.0,0.0,0.61,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
