,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.387476,0.141678,-0.910928,0.17398,0.146135,-0.973846,0.29,0.152,-21.7,11.3,518.3,0.097,-0.179,-0.024,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.41,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.383254,0.140206,-0.912939,0.182027,0.155515,-0.970918,0.292,0.156,-21.8,11.1,518.6,0.1,-0.181,-0.023,0.0,0.0,0.0,0.15,0.0,0.19,0.0,0.0,0.03,0.0,0.0,0.92,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.384076,0.143337,-0.912107,0.174145,0.157513,-0.972041,0.288,0.158,-21.8,11.1,519.4,0.106,-0.179,-0.021,0.0,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.03,0.0,0.0,1.03,0.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.381469,0.140652,-0.913618,0.176742,0.156853,-0.971679,0.288,0.157,-21.8,11.1,518.4,0.105,-0.18,-0.021,0.0,0.0,0.0,0.08,0.0,0.23,0.0,0.0,0.03,0.0,0.0,1.1,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.378614,0.135676,-0.915556,0.175681,0.155027,-0.972164,0.286,0.153,-21.8,11.1,519.1,0.106,-0.181,-0.02,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.379192,0.141394,-0.914451,0.170908,0.148301,-0.974062,0.283,0.152,-21.9,11.2,519.4,0.111,-0.179,-0.019,0.0,0.0,0.01,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.384545,0.142595,-0.912026,0.176045,0.148794,-0.973072,0.289,0.153,-21.9,11.2,518.7,0.111,-0.179,-0.019,0.0,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.371095,0.147948,-0.916733,0.177623,0.14859,-0.972816,0.283,0.156,-21.9,11.3,519.3,0.11,-0.177,-0.018,0.0,0.0,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.01,0.15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.374815,0.151555,-0.914628,0.17385,0.147184,-0.973711,0.283,0.157,-21.9,11.2,519.4,0.111,-0.176,-0.018,0.0,0.0,0.0,0.05,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.82,0.01,0.18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.384328,0.148152,-0.911232,0.174679,0.161272,-0.971328,0.289,0.163,-21.9,11.2,518.8,0.115,-0.178,-0.019,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
