,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.218537,0.011411,-0.975762,0.060962,-0.010576,-0.998084,0.141,0.0,-17.2,72.3,323.8,-0.239,-0.091,-0.036,0.0,0.0,0.0,0.0,0.14,0.37,0.0,0.82,0.0,0.03,0.14,0.03,0.41,1.09,0.0,0.46,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.213754,0.005243,-0.976874,0.055282,-0.017331,-0.99832,0.135,-0.006,-17.2,72.0,323.8,-0.246,-0.089,-0.036,0.0,0.0,0.0,0.0,0.22,0.29,0.0,0.86,0.0,0.06,0.07,0.06,0.33,1.09,0.0,0.55,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.215655,0.005402,-0.976455,0.053274,-0.019232,-0.998395,0.135,-0.007,-17.2,72.0,323.6,-0.247,-0.089,-0.036,0.0,0.0,0.0,0.0,0.26,0.17,0.0,0.89,0.0,0.07,0.02,0.09,0.27,1.08,0.0,0.57,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.229455,-0.004587,-0.973309,0.069843,-0.03243,-0.997031,0.151,-0.019,-17.1,72.0,323.7,-0.249,-0.089,-0.036,0.0,0.0,0.0,0.0,0.25,0.11,0.0,0.9,0.0,0.07,0.03,0.12,0.26,1.09,0.0,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.228704,-0.006031,-0.973477,0.068504,-0.033758,-0.99708,0.15,-0.02,-17.1,71.9,323.5,-0.249,-0.089,-0.036,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.89,0.0,0.06,0.01,0.13,0.19,1.1,0.0,0.53,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.229068,-0.005691,-0.973394,0.068364,-0.033874,-0.997085,0.15,-0.02,-17.1,71.9,323.6,-0.25,-0.089,-0.036,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.9,0.0,0.06,0.01,0.12,0.15,1.11,0.0,0.56,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.228743,-0.0072,-0.97346,0.06795,-0.035986,-0.997039,0.149,-0.022,-17.1,72.0,323.6,-0.25,-0.089,-0.036,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.9,0.0,0.06,0.0,0.12,0.15,1.1,0.0,0.55,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.227937,-0.006741,-0.973652,0.068269,-0.033925,-0.99709,0.149,-0.021,-17.1,71.9,323.6,-0.25,-0.089,-0.036,0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.93,0.0,0.05,0.02,0.12,0.17,1.12,0.0,0.51,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.243285,-0.055686,-0.968355,0.086775,-0.084031,-0.992678,0.167,-0.071,-16.6,71.5,322.0,-0.253,-0.09,-0.032,0.0,0.0,0.0,0.0,0.19,0.04,0.0,0.96,0.0,0.05,0.06,0.14,0.21,1.17,0.0,0.49,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.244472,-0.056526,-0.968007,0.088362,-0.084213,-0.992522,0.168,-0.072,-16.6,71.5,321.9,-0.255,-0.092,-0.031,0.0,0.0,0.0,0.0,0.16,0.04,0.0,1.01,0.0,0.03,0.06,0.12,0.21,1.2,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,11,0.333,0.98,1,0.244641,-0.057857,-0.967886,0.088131,-0.086473,-0.992348,0.168,-0.073,-16.6,71.5,321.9,-0.255,-0.092,-0.031,0.0,0.0,0.0,0.0,0.16,0.01,0.0,1.03,0.0,0.02,0.05,0.11,0.19,1.2,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,12,0.367,0.98,1,0.243939,-0.055977,-0.968174,0.088154,-0.084234,-0.992539,0.168,-0.071,-16.6,71.4,321.8,-0.254,-0.092,-0.03,0.0,0.0,0.0,0.0,0.15,0.01,0.0,1.03,0.0,0.0,0.04,0.08,0.18,1.19,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,13,0.4,0.98,1,0.24427,-0.054096,-0.968197,0.088158,-0.083452,-0.992605,0.168,-0.07,-16.6,71.4,321.7,-0.253,-0.092,-0.03,0.0,0.0,0.0,0.0,0.11,0.04,0.0,1.05,0.0,0.05,0.14,0.13,0.14,1.19,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,14,0.433,0.98,1,0.233477,-0.078314,-0.969204,0.08839,-0.090843,-0.991935,0.163,-0.086,-16.3,70.9,321.9,-0.26,-0.09,-0.03,0.0,0.0,0.0,0.0,0.09,0.08,0.0,1.08,0.0,0.08,0.23,0.16,0.09,1.2,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,15,0.467,0.98,1,0.235366,-0.077346,-0.968824,0.086434,-0.088799,-0.992292,0.163,-0.085,-16.3,71.0,322.0,-0.259,-0.091,-0.03,0.0,0.0,0.0,0.0,0.07,0.1,0.0,1.12,0.0,0.12,0.27,0.18,0.03,1.21,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,16,0.5,0.98,1,0.234414,-0.077417,-0.969049,0.086922,-0.089377,-0.992198,0.162,-0.085,-16.3,70.9,322.0,-0.26,-0.09,-0.03,0.0,0.0,0.0,0.0,0.08,0.1,0.0,1.12,0.0,0.12,0.28,0.17,0.01,1.22,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,17,0.533,0.98,1,0.23515,-0.077722,-0.968847,0.087102,-0.090455,-0.992084,0.163,-0.086,-16.3,70.9,321.9,-0.261,-0.09,-0.03,0.0,0.0,0.0,0.0,0.09,0.08,0.0,1.14,0.0,0.13,0.27,0.17,0.0,1.22,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,18,0.567,0.98,1,0.235213,-0.078738,-0.968749,0.086374,-0.090791,-0.992117,0.163,-0.086,-16.3,71.0,322.0,-0.261,-0.09,-0.03,0.0,0.0,0.0,0.0,0.07,0.07,0.0,1.12,0.0,0.12,0.26,0.12,0.0,1.24,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19,0.6,0.98,1,0.234684,-0.084667,-0.968378,0.087448,-0.091811,-0.991929,0.163,-0.09,-15.8,70.4,321.2,-0.259,-0.092,-0.03,0.0,0.0,0.0,0.0,0.05,0.04,0.0,1.09,0.0,0.1,0.24,0.07,0.01,1.27,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20,0.633,0.98,1,0.235541,-0.079414,-0.968614,0.087182,-0.087997,-0.992298,0.163,-0.085,-15.8,70.3,320.9,-0.253,-0.092,-0.031,0.0,0.0,0.0,0.0,0.02,0.04,0.0,1.05,0.0,0.09,0.26,0.07,0.02,1.27,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,21,0.667,0.98,1,0.237689,-0.073161,-0.968582,0.090474,-0.082935,-0.99244,0.166,-0.079,-15.8,70.2,320.6,-0.248,-0.094,-0.029,0.0,0.0,0.0,0.0,0.01,0.03,0.0,1.05,0.0,0.07,0.35,0.13,0.02,1.26,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22,0.7,0.98,1,0.238417,-0.06961,-0.968665,0.089632,-0.081092,-0.992668,0.166,-0.077,-15.8,70.1,320.4,-0.243,-0.095,-0.029,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.03,0.0,0.05,0.37,0.16,0.01,1.23,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23,0.733,0.98,1,0.23869,-0.067527,-0.968745,0.089988,-0.078436,-0.992849,0.166,-0.074,-15.8,70.0,320.1,-0.241,-0.097,-0.028,0.0,0.0,0.0,0.0,0.01,0.01,0.0,1.03,0.0,0.01,0.3,0.2,0.1,1.13,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,0.767,0.98,1,0.24052,-0.028229,-0.970234,0.0779,-0.075979,-0.994062,0.161,-0.053,-16.1,69.7,320.6,-0.246,-0.093,-0.027,0.0,0.0,0.0,0.0,0.02,0.01,0.0,1.0,0.0,0.0,0.19,0.21,0.16,0.99,0.0,0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,0.8,0.98,1,0.241883,-0.029976,-0.969842,0.078386,-0.076995,-0.993945,0.162,-0.054,-16.1,69.7,320.5,-0.248,-0.094,-0.025,0.0,0.0,0.0,0.0,0.02,0.03,0.0,1.0,0.0,0.0,0.09,0.25,0.23,0.81,0.0,0.67,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
