,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,-0.109995,0.023728,-0.993649,-0.255321,0.04873,-0.965628,-0.184,0.037,166.3,109.7,556.9,-0.096,0.15,0.143,0.31,0.58,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,1.04,0.59,0.97,0.0,0.0,0.43,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,-0.119022,0.027435,-0.992513,-0.255407,0.047763,-0.965653,-0.189,0.038,166.1,109.6,556.2,-0.097,0.146,0.146,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,0.57,0.52,0.0,0.0,0.44,0.04,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,-0.116078,0.020867,-0.993021,-0.237296,0.05504,-0.969877,-0.178,0.039,165.8,109.1,553.8,-0.103,0.144,0.146,0.45,0.65,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.46,0.71,0.52,0.06,0.07,0.59,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,-0.093654,0.026498,-0.995252,-0.232754,0.052287,-0.971129,-0.164,0.04,165.8,108.9,552.4,-0.104,0.14,0.147,0.44,0.45,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.62,1.01,0.85,0.06,0.07,0.54,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,-0.084828,0.033495,-0.995833,-0.231455,0.060525,-0.970961,-0.159,0.048,166.1,108.8,552.2,-0.098,0.14,0.146,0.54,0.38,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,1.04,0.98,1.35,0.06,0.07,0.47,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,-0.118169,0.0351,-0.992373,-0.231048,0.071573,-0.970306,-0.176,0.054,166.2,108.7,551.3,-0.101,0.136,0.15,0.63,0.33,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,1.51,0.98,1.58,0.0,0.0,0.18,0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,-0.113727,0.033041,-0.992962,-0.222964,0.082441,-0.971334,-0.17,0.059,166.5,108.9,551.6,-0.098,0.133,0.151,0.69,0.49,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1.96,0.94,1.94,0.03,0.16,0.12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,-0.107324,0.018307,-0.994056,-0.25246,0.059675,-0.965765,-0.182,0.04,166.9,109.4,552.8,-0.098,0.126,0.155,0.72,0.58,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,1.67,1.3,2.57,0.15,0.4,0.34,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,-0.090106,0.023974,-0.995644,-0.226749,0.070683,-0.971385,-0.16,0.048,166.6,109.6,552.1,-0.096,0.128,0.155,0.69,0.59,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.13,1.35,2.42,0.23,0.4,0.42,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,-0.092484,0.023511,-0.995437,-0.205843,0.084113,-0.974964,-0.15,0.055,166.1,109.5,551.5,-0.09,0.129,0.157,0.7,0.55,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.45,1.35,1.78,0.2,0.23,0.44,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
10,11,0.333,0.98,1,-0.106071,0.04355,-0.993404,-0.203971,0.084893,-0.975289,-0.156,0.065,165.9,109.8,552.0,-0.084,0.126,0.159,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.65,1.18,0.76,0.07,0.0,0.1,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
