,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.88,1,-0.004368,0.187833,-0.982191,-0.162794,0.202682,-0.965618,-0.086,0.198,38.9,69.1,237.7,0.074,0.031,0.021,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.97,0.49,0.25,0.2,2.75,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.88,1,0.006199,0.194463,-0.98089,-0.167336,0.222807,-0.960394,-0.083,0.212,38.8,68.5,235.6,0.079,0.026,0.02,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.81,0.29,0.32,0.12,2.83,0.0,2.24,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,3,0.067,0.88,1,0.016284,0.203507,-0.978938,-0.16862,0.232391,-0.957894,-0.078,0.221,38.7,68.5,235.3,0.096,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.75,0.15,0.32,0.09,2.87,0.0,2.05,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3,4,0.1,0.88,1,0.015404,0.217508,-0.975937,-0.170003,0.239809,-0.955819,-0.08,0.232,38.8,68.2,235.1,0.12,0.019,0.022,0.0,0.0,0.07,0.0,0.0,0.69,0.0,0.67,0.06,0.3,0.1,2.99,0.0,1.86,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4,5,0.133,0.88,1,0.017328,0.232398,-0.972466,-0.17264,0.251195,-0.952416,-0.081,0.246,38.7,67.9,234.6,0.153,0.016,0.023,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.59,0.02,0.14,0.06,2.89,0.0,1.56,0.0,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.0146,0.247599,-0.968753,-0.17536,0.26896,-0.947053,-0.084,0.263,38.6,67.6,233.9,0.188,0.013,0.024,0.0,0.0,0.16,0.0,0.0,0.43,0.0,0.49,0.0,0.06,0.03,2.72,0.0,1.21,0.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.015727,0.253668,-0.967164,-0.176349,0.277963,-0.944266,-0.084,0.271,38.5,67.5,233.3,0.212,0.009,0.025,0.0,0.03,0.22,0.0,0.0,0.38,0.0,0.48,0.0,0.0,0.0,2.39,0.0,0.86,0.0,0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.010143,0.269781,-0.962868,-0.180562,0.290306,-0.939745,-0.089,0.286,38.3,68.1,231.6,0.251,0.008,0.023,0.0,0.08,0.26,0.0,0.0,0.34,0.0,0.52,0.0,0.0,0.0,2.09,0.0,0.5,0.0,0.09,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.003427,0.276039,-0.96114,-0.186093,0.306035,-0.933655,-0.096,0.298,38.0,67.9,230.0,0.279,0.01,0.02,0.0,0.15,0.31,0.0,0.0,0.46,0.0,0.53,0.0,0.0,0.0,1.87,0.0,0.23,0.11,0.17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.001335,0.278043,-0.960568,-0.187626,0.317493,-0.929513,-0.098,0.305,37.7,67.7,228.3,0.298,0.01,0.019,0.0,0.23,0.3,0.02,0.0,0.54,0.0,0.49,0.0,0.0,0.0,1.67,0.0,0.03,0.32,0.24,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
