,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,-0.055763,0.21458,-0.975113,-0.135424,0.226798,-0.964481,-0.098,0.224,105.5,42.8,509.6,0.148,0.041,-0.032,0.0,0.0,0.0,0.78,0.3,1.29,0.03,0.92,0.0,0.67,0.0,0.14,0.9,1.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,-0.05846,0.231973,-0.970964,-0.133184,0.246531,-0.95994,-0.099,0.243,104.7,42.1,506.1,0.175,0.043,-0.036,0.0,0.0,0.11,0.45,0.38,1.28,0.01,1.17,0.0,0.89,0.0,0.13,0.75,1.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,-0.061644,0.248054,-0.966783,-0.16541,0.279141,-0.945896,-0.118,0.269,103.7,42.1,506.6,0.193,0.046,-0.037,0.0,0.0,0.18,0.24,0.44,1.32,0.0,1.32,0.0,0.97,0.0,0.08,0.69,0.94,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,-0.06754,0.248353,-0.966312,-0.13129,0.280718,-0.950768,-0.103,0.269,102.0,42.3,505.1,0.203,0.043,-0.037,0.0,0.0,0.24,0.25,0.42,1.26,0.0,1.43,0.0,0.93,0.0,0.0,0.65,0.85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,-0.054761,0.244061,-0.968212,-0.154674,0.27937,-0.947644,-0.109,0.267,101.2,42.4,505.6,0.209,0.04,-0.034,0.0,0.0,0.2,0.4,0.43,1.36,0.0,1.47,0.0,0.82,0.0,0.0,0.61,0.81,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,-0.051989,0.239879,-0.96941,-0.110467,0.271022,-0.956213,-0.084,0.259,100.2,42.3,504.6,0.209,0.035,-0.033,0.0,0.0,0.14,0.59,0.43,1.34,0.0,1.53,0.0,0.83,0.01,0.0,0.55,0.81,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,-0.064316,0.245567,-0.967244,-0.121556,0.271019,-0.954868,-0.096,0.263,98.9,42.3,503.8,0.208,0.036,-0.033,0.0,0.0,0.03,0.61,0.46,1.43,0.0,1.5,0.0,0.9,0.01,0.0,0.54,0.84,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,-0.058453,0.239761,-0.969071,-0.115699,0.268439,-0.956323,-0.09,0.258,98.2,42.5,504.9,0.204,0.032,-0.033,0.0,0.0,0.0,0.54,0.44,1.38,0.01,1.59,0.0,0.9,0.01,0.02,0.52,0.86,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,-0.057724,0.248668,-0.966867,-0.10891,0.271833,-0.956162,-0.086,0.264,97.4,42.7,505.1,0.205,0.033,-0.035,0.0,0.0,0.0,0.36,0.39,1.45,0.02,1.66,0.0,0.82,0.0,0.11,0.46,0.84,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,-0.050582,0.237306,-0.970117,-0.112597,0.253514,-0.960756,-0.084,0.249,96.5,42.9,505.2,0.204,0.032,-0.036,0.0,0.0,0.0,0.17,0.34,1.43,0.02,1.78,0.0,0.77,0.06,0.27,0.43,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10,11,0.333,0.98,1,-0.058143,0.24043,-0.968923,-0.088016,0.263687,-0.960584,-0.076,0.256,95.9,43.1,504.9,0.205,0.03,-0.037,0.0,0.0,0.0,0.1,0.29,1.5,0.01,1.84,0.0,0.73,0.15,0.33,0.41,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11,12,0.367,0.98,1,-0.057885,0.250269,-0.966444,-0.109973,0.273616,-0.955531,-0.087,0.266,95.3,43.6,506.0,0.21,0.033,-0.037,0.0,0.0,0.0,0.3,0.31,1.51,0.0,1.88,0.0,0.83,0.23,0.36,0.38,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12,13,0.4,0.98,1,-0.040535,0.251182,-0.967091,-0.119041,0.275557,-0.953885,-0.083,0.268,94.4,43.9,505.3,0.216,0.032,-0.037,0.0,0.0,0.0,0.43,0.34,1.59,0.0,1.89,0.0,0.89,0.23,0.39,0.31,0.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13,14,0.433,0.98,1,-0.031912,0.251432,-0.967349,-0.101715,0.269407,-0.95764,-0.069,0.264,93.9,44.1,504.7,0.21,0.029,-0.037,0.0,0.0,0.0,0.42,0.33,1.65,0.0,1.91,0.0,1.03,0.16,0.45,0.3,0.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
14,15,0.467,0.98,1,-0.042245,0.243069,-0.969089,-0.08953,0.275155,-0.957222,-0.068,0.263,93.6,44.4,506.0,0.209,0.03,-0.039,0.0,0.0,0.0,0.26,0.29,1.54,0.0,1.88,0.0,0.98,0.1,0.39,0.4,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15,16,0.5,0.98,1,-0.035132,0.261046,-0.964687,-0.099068,0.278068,-0.955439,-0.07,0.274,93.1,44.7,506.2,0.215,0.029,-0.039,0.0,0.0,0.0,0.21,0.29,1.56,0.0,1.83,0.0,0.91,0.12,0.37,0.44,0.88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16,17,0.533,0.98,1,-0.041311,0.255166,-0.966014,-0.096317,0.268686,-0.9584,-0.071,0.266,92.7,45.0,506.7,0.218,0.031,-0.041,0.0,0.0,0.11,0.28,0.37,1.56,0.0,1.89,0.0,0.84,0.18,0.41,0.4,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17,18,0.567,0.98,1,-0.036264,0.245518,-0.968713,-0.095887,0.259355,-0.96101,-0.068,0.256,92.5,45.4,507.8,0.221,0.031,-0.041,0.0,0.0,0.16,0.33,0.49,1.46,0.0,2.02,0.0,0.69,0.17,0.41,0.4,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
18,19,0.6,0.98,1,-0.030674,0.230736,-0.972533,-0.099045,0.274125,-0.95658,-0.067,0.256,91.9,46.0,507.9,0.227,0.035,-0.041,0.0,0.0,0.26,0.3,0.53,1.29,0.01,2.19,0.0,0.53,0.09,0.32,0.37,0.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19,20,0.633,0.98,1,-0.028089,0.231,-0.972548,-0.099043,0.274649,-0.95643,-0.066,0.256,91.7,46.0,507.3,0.227,0.031,-0.038,0.0,0.0,0.22,0.23,0.53,1.14,0.0,2.17,0.0,0.46,0.01,0.22,0.49,1.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,21,0.667,0.98,1,-0.027855,0.230465,-0.972682,-0.107927,0.263976,-0.958472,-0.07,0.251,91.5,46.1,506.7,0.228,0.03,-0.037,0.0,0.0,0.28,0.13,0.47,1.2,0.0,2.12,0.0,0.5,0.0,0.23,0.45,1.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,22,0.7,0.98,1,-0.021335,0.268138,-0.963144,-0.096073,0.263569,-0.959844,-0.061,0.27,91.4,46.1,505.9,0.228,0.03,-0.037,0.0,0.0,0.22,0.07,0.47,1.26,0.0,2.03,0.0,0.51,0.0,0.23,0.48,1.02,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,23,0.733,0.98,1,-0.023736,0.259804,-0.96537,-0.105851,0.269236,-0.95724,-0.067,0.269,91.4,46.2,505.5,0.228,0.03,-0.039,0.0,0.0,0.14,0.02,0.45,1.19,0.0,1.95,0.0,0.43,0.0,0.19,0.44,0.96,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,24,0.767,0.98,1,-0.014348,0.246999,-0.968909,-0.127169,0.276412,-0.952588,-0.074,0.266,91.8,46.6,506.7,0.232,0.029,-0.036,0.0,0.0,0.03,0.0,0.47,1.5,0.0,1.92,0.0,0.42,0.0,0.22,0.42,0.93,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,25,0.8,0.98,1,-0.011295,0.241605,-0.970309,-0.123831,0.276094,-0.95312,-0.07,0.263,92.1,46.8,507.4,0.233,0.029,-0.035,0.0,0.0,0.05,0.0,0.41,1.52,0.0,1.89,0.0,0.52,0.06,0.29,0.37,0.93,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,26,0.833,0.98,1,-0.025806,0.23897,-0.970684,-0.113474,0.275373,-0.954617,-0.072,0.261,92.2,46.8,506.5,0.233,0.027,-0.034,0.0,0.0,0.05,0.0,0.4,1.61,0.0,1.92,0.0,0.67,0.1,0.38,0.31,0.97,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,27,0.867,0.98,1,-0.015401,0.241471,-0.970286,-0.107016,0.272615,-0.956153,-0.063,0.261,92.3,46.8,505.9,0.233,0.025,-0.034,0.0,0.0,0.05,0.0,0.36,1.36,0.0,1.93,0.0,0.79,0.13,0.35,0.32,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,28,0.9,0.98,1,-0.012599,0.238897,-0.970963,-0.122977,0.274771,-0.953613,-0.07,0.261,92.5,46.7,505.4,0.236,0.024,-0.033,0.0,0.0,0.0,0.0,0.38,1.41,0.0,1.93,0.0,0.82,0.14,0.39,0.42,1.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,29,0.933,0.98,1,-0.007015,0.245503,-0.96937,-0.113878,0.2867,-0.951228,-0.063,0.27,92.9,46.7,505.6,0.243,0.025,-0.036,0.0,0.0,0.01,0.0,0.41,1.43,0.0,1.89,0.0,0.86,0.12,0.35,0.45,0.96,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,30,0.967,0.98,1,-0.004215,0.248558,-0.968608,-0.106039,0.290475,-0.950989,-0.057,0.274,93.1,46.8,505.4,0.242,0.029,-0.034,0.0,0.0,0.03,0.03,0.38,1.52,0.0,1.83,0.0,0.83,0.13,0.4,0.37,0.92,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
