,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.052884,0.15888,-0.985881,-0.118398,0.203873,-0.971812,-0.033,0.183,44.6,62.1,376.5,0.13,0.049,-0.023,0.0,0.0,0.85,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.51,0.0,0.0,0.0,1.85,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.060946,0.174896,-0.982699,-0.118898,0.218683,-0.968525,-0.03,0.199,44.5,61.6,375.3,0.145,0.05,-0.025,0.0,0.0,1.06,0.0,0.0,0.0,0.31,0.2,0.0,0.0,0.68,0.0,0.0,0.0,1.69,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.05968,0.187707,-0.98041,-0.117639,0.231334,-0.965736,-0.03,0.212,44.4,61.4,374.8,0.159,0.049,-0.026,0.0,0.0,1.14,0.0,0.0,0.0,0.35,0.25,0.0,0.03,0.73,0.0,0.0,0.0,1.59,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.056151,0.194746,-0.979245,-0.117564,0.236906,-0.964393,-0.032,0.219,44.4,61.2,374.3,0.166,0.049,-0.025,0.0,0.0,1.09,0.0,0.0,0.0,0.32,0.23,0.0,0.03,0.66,0.0,0.0,0.0,1.61,0.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.054795,0.197958,-0.978678,-0.108927,0.236831,-0.965425,-0.028,0.22,44.3,61.6,373.2,0.174,0.051,-0.027,0.0,0.0,1.0,0.0,0.0,0.01,0.3,0.18,0.0,0.05,0.56,0.0,0.0,0.0,1.62,0.84,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.044986,0.195584,-0.979655,-0.11465,0.234141,-0.965419,-0.036,0.217,44.4,62.1,373.1,0.176,0.051,-0.027,0.0,0.0,0.91,0.0,0.0,0.01,0.26,0.12,0.0,0.03,0.51,0.0,0.0,0.0,1.67,0.81,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.045748,0.19504,-0.979728,-0.116038,0.233576,-0.96539,-0.036,0.217,44.4,62.0,372.8,0.175,0.051,-0.027,0.0,0.0,0.86,0.0,0.0,0.01,0.21,0.11,0.0,0.09,0.45,0.0,0.0,0.0,1.61,0.81,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.037826,0.192356,-0.980596,-0.113479,0.240281,-0.964047,-0.039,0.219,44.5,62.5,373.6,0.181,0.053,-0.03,0.0,0.0,0.87,0.0,0.0,0.0,0.23,0.16,0.0,0.17,0.49,0.0,0.0,0.0,1.55,0.81,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.045722,0.194493,-0.979838,-0.107908,0.239902,-0.964781,-0.032,0.22,44.4,62.6,372.4,0.182,0.054,-0.032,0.0,0.0,0.9,0.0,0.0,0.0,0.28,0.19,0.0,0.23,0.49,0.0,0.0,0.0,1.47,0.79,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.038928,0.197624,-0.979505,-0.111297,0.242601,-0.963721,-0.037,0.223,44.4,62.6,372.5,0.18,0.055,-0.033,0.0,0.0,0.9,0.0,0.0,0.0,0.35,0.22,0.0,0.21,0.57,0.0,0.0,0.0,1.42,0.73,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
