,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.068601,0.080172,-0.994418,-0.104959,0.053298,-0.993047,-0.018,0.067,60.7,26.9,353.4,-0.119,0.043,0.057,0.0,0.07,0.4,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.46,0.56,0.45,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.050455,0.083455,-0.995233,-0.122707,0.059536,-0.990656,-0.036,0.072,61.1,27.1,354.8,-0.109,0.052,0.062,0.06,0.07,0.37,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.3,0.42,0.46,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.040515,0.083692,-0.995668,-0.13204,0.060762,-0.98938,-0.046,0.073,61.5,27.2,356.6,-0.109,0.058,0.068,0.09,0.06,0.4,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.15,0.36,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.037702,0.082777,-0.995855,-0.136843,0.061518,-0.988681,-0.05,0.073,61.7,27.2,357.6,-0.109,0.061,0.069,0.08,0.01,0.43,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.07,0.45,0.48,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.035934,0.083604,-0.995851,-0.139587,0.065092,-0.988068,-0.052,0.075,61.8,27.3,358.1,-0.109,0.063,0.07,0.05,0.08,0.58,0.04,0.0,1.46,0.0,0.0,0.0,0.0,0.03,0.51,0.38,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.034547,0.06768,-0.997109,-0.140912,0.047841,-0.988866,-0.054,0.058,64.4,27.3,357.8,-0.121,0.045,0.07,0.04,0.09,0.72,0.04,0.0,1.66,0.0,0.0,0.0,0.0,0.09,0.56,0.36,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.026786,0.069911,-0.997194,-0.149636,0.048588,-0.987547,-0.062,0.06,64.7,27.3,358.7,-0.121,0.056,0.068,0.02,0.12,0.83,0.05,0.0,1.79,0.0,0.0,0.0,0.0,0.15,0.6,0.29,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.026317,0.069302,-0.997249,-0.14891,0.047502,-0.987709,-0.062,0.059,64.8,27.3,359.1,-0.121,0.059,0.065,0.01,0.09,0.85,0.02,0.0,1.84,0.0,0.0,0.0,0.0,0.21,0.58,0.3,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.026146,0.070232,-0.997188,-0.148567,0.048484,-0.987713,-0.062,0.06,64.9,27.3,359.4,-0.119,0.06,0.064,0.0,0.09,0.83,0.04,0.0,1.91,0.0,0.0,0.0,0.0,0.22,0.58,0.31,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.026442,0.072564,-0.997013,-0.150699,0.050093,-0.98731,-0.063,0.062,64.9,27.3,359.6,-0.118,0.062,0.064,0.0,0.07,0.81,0.11,0.0,1.74,0.0,0.0,0.0,0.0,0.37,0.74,0.32,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,11,0.333,0.98,1,0.033745,0.077514,-0.99642,-0.158527,0.0332,-0.986796,-0.063,0.056,66.8,27.2,359.7,-0.123,0.053,0.068,0.0,0.03,0.79,0.23,0.0,1.44,0.0,0.0,0.0,0.0,0.32,0.89,0.2,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11,12,0.367,0.98,1,0.030323,0.072061,-0.996939,-0.158896,0.02802,-0.986898,-0.065,0.05,66.9,27.3,359.9,-0.128,0.053,0.071,0.0,0.0,0.76,0.36,0.0,1.12,0.0,0.0,0.0,0.0,0.26,1.08,0.11,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
12,13,0.4,0.98,1,0.026509,0.07018,-0.997182,-0.16018,0.025429,-0.98676,-0.067,0.048,66.9,27.3,359.9,-0.13,0.057,0.07,0.01,0.0,0.75,0.45,0.0,1.01,0.0,0.0,0.0,0.0,0.04,1.05,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
13,14,0.433,0.98,1,0.027239,0.072111,-0.997025,-0.161944,0.025457,-0.986472,-0.068,0.049,67.0,27.3,360.3,-0.131,0.057,0.071,0.01,0.0,0.75,0.53,0.0,1.12,0.0,0.0,0.0,0.0,0.09,1.01,0.0,1.15,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14,15,0.467,0.98,1,0.039667,0.086243,-0.995484,-0.162894,0.035062,-0.98602,-0.062,0.061,67.9,27.0,360.2,-0.131,0.06,0.073,0.01,0.0,0.73,0.58,0.0,1.28,0.0,0.0,0.0,0.0,0.19,0.95,0.0,1.15,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15,16,0.5,0.98,1,0.033074,0.085246,-0.995811,-0.166927,0.033387,-0.985404,-0.067,0.06,68.1,27.0,360.6,-0.132,0.067,0.072,0.0,0.0,0.74,0.69,0.0,1.47,0.0,0.0,0.0,0.0,0.19,0.92,0.0,1.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16,17,0.533,0.98,1,0.032791,0.085919,-0.995762,-0.169449,0.031736,-0.985028,-0.069,0.059,68.2,27.1,360.8,-0.133,0.069,0.073,0.0,0.0,0.75,0.75,0.0,1.55,0.0,0.0,0.0,0.0,0.11,0.98,0.0,1.17,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
17,18,0.567,0.98,1,0.032816,0.084934,-0.995846,-0.170267,0.032068,-0.984876,-0.069,0.059,68.2,27.1,360.9,-0.133,0.071,0.073,0.0,0.0,0.77,0.8,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.23,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
18,19,0.6,0.98,1,0.033364,0.083352,-0.995961,-0.171757,0.030787,-0.984658,-0.07,0.058,68.2,27.1,361.1,-0.134,0.072,0.073,0.0,0.0,0.85,0.72,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.2,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,20,0.633,0.98,1,0.020148,0.072641,-0.997155,-0.175315,0.033493,-0.983942,-0.078,0.054,68.7,27.2,361.4,-0.134,0.074,0.074,0.03,0.01,0.9,0.68,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.88,0.0,1.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,21,0.667,0.98,1,0.020215,0.076154,-0.996891,-0.175199,0.033445,-0.983965,-0.078,0.055,68.7,27.2,361.5,-0.133,0.073,0.076,0.06,0.04,0.93,0.71,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.84,0.0,1.17,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22,0.7,0.98,1,0.019829,0.07333,-0.997111,-0.175945,0.034381,-0.983799,-0.079,0.054,68.7,27.2,361.4,-0.133,0.073,0.076,0.11,0.05,0.89,0.76,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.18,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23,0.733,0.98,1,0.020397,0.073134,-0.997114,-0.174998,0.034077,-0.983979,-0.078,0.054,68.7,27.2,361.4,-0.133,0.073,0.076,0.08,0.04,0.93,0.82,0.0,1.37,0.0,0.0,0.0,0.0,0.03,0.85,0.0,1.16,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24,0.767,0.98,1,0.010119,0.078478,-0.996864,-0.209081,0.030081,-0.977436,-0.1,0.055,67.6,26.6,360.3,-0.135,0.083,0.079,0.05,0.01,0.98,0.75,0.0,1.5,0.0,0.0,0.0,0.0,0.04,0.87,0.0,1.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,0.8,0.98,1,0.01262,0.077437,-0.996917,-0.206405,0.030263,-0.977998,-0.098,0.054,67.5,26.6,360.2,-0.136,0.079,0.078,0.0,0.0,1.08,0.72,0.0,1.62,0.0,0.0,0.0,0.0,0.12,0.97,0.0,1.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,26,0.833,0.98,1,0.013677,0.076477,-0.996978,-0.204605,0.030017,-0.978384,-0.096,0.054,67.5,26.6,360.1,-0.136,0.079,0.078,0.0,0.0,1.09,0.68,0.0,1.65,0.0,0.0,0.0,0.0,0.18,0.96,0.0,1.07,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
