,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.130825,0.479654,-0.86765,-0.211673,0.411331,-0.886567,-0.046,0.47,25.8,21.1,317.2,0.246,0.064,0.026,0.0,0.0,1.64,0.0,0.0,0.21,0.0,0.0,0.03,0.14,1.09,2.03,0.13,1.07,0.94,0.24,0.98,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0.033,0.98,1,0.124682,0.490736,-0.862341,-0.215221,0.416214,-0.883428,-0.052,0.479,25.9,21.0,317.2,0.247,0.066,0.027,0.0,0.0,1.51,0.0,0.0,0.26,0.0,0.0,0.03,0.36,0.81,1.99,0.09,1.08,0.83,0.28,1.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2,3,0.067,0.98,1,0.122588,0.49255,-0.861607,-0.21456,0.418952,-0.882294,-0.053,0.482,25.8,20.9,316.9,0.252,0.063,0.031,0.0,0.0,1.49,0.0,0.0,0.49,0.0,0.0,0.03,0.44,0.72,1.88,0.04,1.15,0.64,0.28,0.91,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3,4,0.1,0.98,1,0.062821,0.450276,-0.890677,-0.17751,0.388684,-0.90411,-0.064,0.437,25.7,20.7,315.4,0.257,0.065,0.03,0.0,0.0,1.52,0.0,0.0,0.61,0.0,0.0,0.03,0.44,0.78,1.9,0.07,1.25,0.45,0.18,0.55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4,5,0.133,0.98,1,0.034672,0.442803,-0.895948,-0.12935,0.402102,-0.906412,-0.052,0.438,25.7,20.5,315.8,0.262,0.064,0.032,0.0,0.0,1.59,0.0,0.0,0.54,0.0,0.0,0.0,0.49,0.82,1.68,0.09,1.3,0.23,0.13,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5,6,0.167,0.98,1,0.027926,0.443019,-0.896077,-0.152455,0.406917,-0.900653,-0.069,0.442,25.5,20.5,315.7,0.261,0.064,0.033,0.0,0.0,1.67,0.0,0.0,0.29,0.01,0.0,0.0,0.65,0.77,1.58,0.14,1.32,0.17,0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6,7,0.2,0.98,1,0.023316,0.440878,-0.897264,-0.151646,0.403181,-0.902468,-0.071,0.439,25.5,20.6,315.8,0.258,0.063,0.035,0.0,0.0,1.76,0.0,0.0,0.17,0.01,0.0,0.0,0.76,0.69,1.53,0.08,1.37,0.17,0.03,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7,8,0.233,0.98,1,0.008954,0.441062,-0.897432,-0.156403,0.404251,-0.901177,-0.082,0.439,25.4,20.5,315.5,0.254,0.061,0.037,0.0,0.0,1.83,0.0,0.0,0.14,0.03,0.0,0.0,0.83,0.72,1.6,0.05,1.44,0.22,0.09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8,9,0.267,0.98,1,0.001385,0.429617,-0.90301,-0.153263,0.404019,-0.90182,-0.084,0.433,25.4,20.6,316.0,0.256,0.061,0.037,0.0,0.0,1.68,0.0,0.0,0.1,0.01,0.0,0.0,0.72,0.76,1.62,0.0,1.51,0.16,0.11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9,10,0.3,0.98,1,-0.013358,0.426122,-0.904567,-0.164875,0.404572,-0.899521,-0.098,0.432,25.3,20.5,315.2,0.257,0.061,0.036,0.0,0.0,1.54,0.0,0.0,0.04,0.01,0.0,0.0,0.67,0.75,1.47,0.02,1.48,0.12,0.15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
