,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.033135,0.255997,-0.966109,-0.070548,0.197236,-0.977814,-0.019,0.229,62.9,-36.3,372.1,0.03,0.106,-0.024,3.99,1.25,0.17,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.73,0.79,0.46,0.0,0.0,0.26,0.87,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0.033,0.98,1,0.029972,0.26395,-0.96407,-0.064648,0.20102,-0.977451,-0.018,0.235,62.9,-36.2,372.0,0.032,0.106,-0.024,4.13,1.33,0.22,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.79,0.81,0.45,0.0,0.0,0.16,0.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,3,0.067,0.98,1,0.029595,0.264355,-0.963971,-0.065316,0.201383,-0.977333,-0.018,0.235,62.9,-36.3,372.0,0.033,0.106,-0.024,4.14,1.25,0.21,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.86,0.79,0.45,0.0,0.0,0.12,0.83,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,4,0.1,0.98,1,0.036571,0.268007,-0.962723,-0.066302,0.197673,-0.978023,-0.015,0.235,63.2,-35.6,372.7,0.043,0.111,-0.026,4.1,1.19,0.17,0.0,0.0,0.46,0.0,0.0,0.0,0.08,0.91,0.77,0.37,0.0,0.0,0.08,0.78,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,5,0.133,0.98,1,0.035208,0.268954,-0.962509,-0.067988,0.197985,-0.977844,-0.017,0.236,63.3,-35.6,373.0,0.044,0.113,-0.027,4.04,1.2,0.22,0.0,0.0,0.27,0.0,0.0,0.0,0.08,0.96,0.81,0.38,0.0,0.0,0.23,0.71,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,6,0.167,0.98,1,0.037225,0.266259,-0.963182,-0.071409,0.189098,-0.979358,-0.018,0.23,64.0,-34.5,376.2,0.049,0.117,-0.024,3.99,1.34,0.34,0.0,0.0,0.1,0.0,0.0,0.0,0.08,1.09,0.8,0.37,0.0,0.0,0.23,0.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,7,0.2,0.98,1,0.047031,0.264031,-0.963367,-0.075129,0.185114,-0.979841,-0.014,0.227,64.5,-33.7,379.1,0.056,0.12,-0.024,3.91,1.4,0.46,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.21,0.84,0.4,0.0,0.0,0.33,0.76,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,8,0.233,0.98,1,0.048477,0.264455,-0.963179,-0.075871,0.185627,-0.979687,-0.014,0.228,64.5,-33.7,379.3,0.057,0.12,-0.024,3.76,1.31,0.38,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.07,0.75,0.4,0.0,0.0,0.25,0.76,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,9,0.267,0.98,1,0.026099,0.258878,-0.965557,-0.071653,0.199213,-0.977333,-0.023,0.232,64.6,-33.1,380.9,0.058,0.13,-0.022,3.62,1.17,0.24,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.67,0.75,0.37,0.0,0.0,0.31,0.78,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,10,0.3,0.98,1,0.022316,0.258163,-0.965844,-0.083524,0.184381,-0.979299,-0.031,0.224,64.8,-33.1,382.8,0.055,0.141,-0.021,3.52,1.04,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.31,0.71,0.37,0.0,0.0,0.31,0.86,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
