,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,-0.0066,0.22501,-0.974334,-0.20947,0.169947,-0.962933,-0.111,0.201,41.6,17.2,270.7,-0.046,0.032,0.074,0.0,0.0,0.95,0.5,1.01,0.36,0.0,0.9,0.5,0.4,0.74,1.15,0.36,1.39,0.0,1.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,0.033,0.98,1,-0.008251,0.229223,-0.973339,-0.213828,0.166881,-0.962512,-0.114,0.202,41.5,17.2,270.4,-0.04,0.033,0.077,0.0,0.0,0.97,0.5,0.98,0.28,0.0,0.89,0.45,0.54,1.07,0.61,0.22,1.45,0.0,1.03,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,3,0.067,0.98,1,-0.009361,0.230785,-0.97296,-0.214357,0.166347,-0.962486,-0.115,0.202,41.5,17.2,270.4,-0.039,0.032,0.08,0.0,0.0,0.86,0.62,1.04,0.44,0.0,0.69,0.38,0.65,1.25,0.52,0.1,1.56,0.0,1.33,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3,4,0.1,0.98,1,0.076019,0.204991,-0.975807,-0.192947,0.196945,-0.961241,-0.06,0.205,41.9,17.0,270.2,-0.039,0.033,0.085,0.0,0.0,0.78,0.68,1.02,0.43,0.0,0.56,0.29,0.72,1.27,0.84,0.02,1.62,0.0,1.67,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,5,0.133,0.98,1,0.068425,0.179757,-0.981328,-0.123827,0.175669,-0.976631,-0.028,0.18,42.0,16.9,269.6,-0.037,0.032,0.086,0.0,0.0,0.67,0.74,0.98,0.43,0.0,0.44,0.22,0.78,1.16,1.2,0.0,1.74,0.0,2.09,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5,6,0.167,0.98,1,0.081968,0.180203,-0.980208,-0.107175,0.153818,-0.98227,-0.013,0.169,41.9,16.9,268.8,-0.035,0.032,0.086,0.0,0.0,0.71,0.76,0.86,0.28,0.0,0.55,0.2,0.9,1.0,1.4,0.12,1.79,0.0,2.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6,7,0.2,0.98,1,0.0935,0.194377,-0.976461,-0.103789,0.156333,-0.982236,-0.005,0.177,41.9,16.8,268.6,-0.035,0.032,0.087,0.0,0.0,0.74,0.81,0.82,0.28,0.0,0.57,0.17,1.07,0.98,1.45,0.15,1.94,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7,8,0.233,0.98,1,0.099503,0.186714,-0.977362,-0.103513,0.143962,-0.984154,-0.002,0.167,42.3,16.8,269.2,-0.037,0.024,0.087,0.0,0.0,0.78,0.76,0.81,0.21,0.0,0.55,0.19,1.09,1.29,1.44,0.15,2.06,0.0,1.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8,9,0.267,0.98,1,0.097834,0.19413,-0.976085,-0.108362,0.134687,-0.984945,-0.005,0.166,42.5,16.8,269.5,-0.042,0.023,0.088,0.0,0.0,0.76,0.64,0.79,0.07,0.0,0.38,0.14,1.17,1.43,1.61,0.02,2.14,0.0,1.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9,10,0.3,0.98,1,0.078139,0.179294,-0.980687,-0.114027,0.130441,-0.984877,-0.018,0.156,42.8,16.6,270.8,-0.05,0.018,0.088,0.0,0.0,0.73,0.53,0.79,0.0,0.0,0.31,0.19,1.19,1.24,1.68,0.0,2.14,0.0,1.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
