,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.013985,0.390424,-0.920529,-0.199844,0.376925,-0.904428,-0.101,0.398,58.2,-21.9,348.1,0.288,0.107,0.054,0.69,0.65,0.29,0.0,0.0,0.94,0.0,0.0,0.0,0.65,0.48,0.74,0.17,0.1,0.0,0.0,0.26,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.014833,0.388754,-0.921222,-0.213115,0.363136,-0.907036,-0.108,0.39,58.3,-22.0,349.5,0.285,0.098,0.064,0.72,0.72,0.3,0.0,0.0,0.89,0.0,0.0,0.0,0.81,0.51,0.82,0.17,0.16,0.0,0.0,0.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.01313,0.384689,-0.922953,-0.215748,0.353082,-0.910377,-0.11,0.383,59.7,-21.8,350.9,0.281,0.095,0.068,0.71,0.61,0.29,0.0,0.0,0.84,0.0,0.0,0.0,0.89,0.5,0.86,0.15,0.2,0.0,0.0,0.34,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.006381,0.376813,-0.926267,-0.201854,0.359979,-0.910862,-0.106,0.381,60.9,-21.7,351.5,0.276,0.096,0.069,0.69,0.54,0.3,0.0,0.0,0.84,0.0,0.0,0.0,0.82,0.48,0.9,0.26,0.18,0.0,0.0,0.33,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.000795,0.378424,-0.925632,-0.222775,0.36662,-0.903306,-0.121,0.387,62.0,-22.0,353.2,0.272,0.098,0.073,0.67,0.43,0.31,0.0,0.0,0.81,0.0,0.0,0.0,0.75,0.54,0.91,0.31,0.16,0.0,0.0,0.31,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.000183,0.380275,-0.924873,-0.225544,0.367799,-0.902139,-0.123,0.389,62.0,-22.1,353.3,0.275,0.099,0.073,0.6,0.47,0.36,0.0,0.0,0.88,0.0,0.0,0.0,0.71,0.59,0.88,0.35,0.13,0.0,0.0,0.34,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,-0.012591,0.384805,-0.922912,-0.231061,0.358215,-0.904595,-0.133,0.386,63.3,-22.7,355.6,0.27,0.102,0.075,0.51,0.44,0.38,0.0,0.0,0.93,0.0,0.0,0.0,0.73,0.61,0.86,0.31,0.12,0.0,0.0,0.41,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,-0.012676,0.386431,-0.922231,-0.233278,0.360444,-0.90314,-0.134,0.388,63.2,-22.7,355.3,0.273,0.103,0.074,0.48,0.4,0.43,0.0,0.0,0.98,0.0,0.0,0.0,0.79,0.63,0.78,0.34,0.11,0.0,0.0,0.43,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,-0.012504,0.385207,-0.922745,-0.235389,0.347683,-0.907584,-0.135,0.381,64.5,-23.6,357.4,0.265,0.1,0.079,0.55,0.44,0.42,0.0,0.0,1.04,0.0,0.0,0.0,0.77,0.65,0.74,0.39,0.09,0.0,0.0,0.32,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,-0.019626,0.381391,-0.924205,-0.240687,0.343427,-0.907815,-0.141,0.377,65.5,-24.2,359.1,0.259,0.098,0.084,0.63,0.46,0.4,0.0,0.0,1.06,0.0,0.0,0.0,0.75,0.62,0.68,0.44,0.07,0.0,0.0,0.24,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10,11,0.333,0.98,1,-0.024802,0.38319,-0.923337,-0.244986,0.34347,-0.906648,-0.146,0.378,65.6,-24.2,359.4,0.263,0.1,0.083,0.63,0.47,0.37,0.0,0.0,1.01,0.0,0.0,0.0,0.71,0.63,0.67,0.45,0.04,0.0,0.0,0.26,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11,12,0.367,0.98,1,-0.035447,0.387394,-0.921232,-0.255428,0.331995,-0.908039,-0.158,0.375,66.3,-24.3,362.1,0.266,0.104,0.084,0.6,0.5,0.3,0.0,0.0,0.97,0.0,0.0,0.0,0.68,0.57,0.66,0.45,0.04,0.0,0.0,0.42,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12,13,0.4,0.98,1,-0.062274,0.393893,-0.917044,-0.245966,0.366288,-0.897404,-0.168,0.397,66.6,-23.5,363.7,0.276,0.114,0.084,0.58,0.54,0.27,0.0,0.0,1.02,0.0,0.0,0.0,0.66,0.51,0.68,0.42,0.07,0.0,0.0,0.56,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13,14,0.433,0.98,1,-0.062336,0.394119,-0.916943,-0.241578,0.370658,-0.896801,-0.166,0.399,66.6,-23.5,363.7,0.275,0.115,0.083,0.73,0.68,0.38,0.0,0.0,1.21,0.0,0.0,0.0,0.67,0.42,0.74,0.4,0.06,0.0,0.0,1.24,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14,15,0.467,0.98,1,0.035009,0.491145,-0.870374,-0.323423,0.441466,-0.836962,-0.167,0.5,67.1,-21.9,366.5,0.28,0.124,0.083,0.74,0.56,0.57,0.0,0.0,1.47,0.02,0.0,0.0,0.62,0.39,0.76,0.37,0.05,0.0,0.0,1.62,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15,16,0.5,0.98,1,-0.113003,0.455495,-0.883037,-0.299283,0.419911,-0.856799,-0.233,0.466,67.3,-20.6,368.3,0.296,0.128,0.08,0.76,0.51,0.62,0.0,0.0,1.53,0.02,0.0,0.0,0.54,0.38,0.75,0.36,0.04,0.0,0.0,1.65,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
16,17,0.533,0.98,1,-0.0982,0.416741,-0.903705,-0.343096,0.36691,-0.864675,-0.245,0.417,68.5,-18.9,374.8,0.313,0.129,0.075,0.65,0.41,0.52,0.0,0.0,1.55,0.02,0.0,0.0,0.48,0.35,0.72,0.35,0.06,0.0,0.0,1.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
17,18,0.567,0.98,1,-0.095417,0.407796,-0.908074,-0.347007,0.345717,-0.871818,-0.244,0.4,68.5,-18.8,374.9,0.306,0.129,0.075,0.64,0.48,0.39,0.0,0.0,1.38,0.0,0.0,0.0,0.43,0.32,0.69,0.32,0.12,0.0,0.0,0.73,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
18,19,0.6,0.98,1,-0.086131,0.391398,-0.916182,-0.334567,0.373576,-0.865163,-0.232,0.406,68.9,-17.2,376.0,0.315,0.129,0.07,0.56,0.47,0.35,0.0,0.0,1.31,0.0,0.0,0.0,0.44,0.27,0.68,0.29,0.18,0.0,0.0,0.68,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
19,20,0.633,0.98,1,-0.083301,0.387257,-0.918201,-0.334326,0.3686,-0.867387,-0.23,0.4,68.9,-17.2,376.3,0.309,0.128,0.07,0.39,0.49,0.26,0.0,0.0,0.88,0.0,0.0,0.0,0.45,0.26,0.63,0.26,0.22,0.0,0.0,0.42,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
