,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.135975,0.342291,-0.929703,0.024707,0.33132,-0.943195,0.086,0.345,52.6,-11.8,434.1,0.371,-0.132,0.066,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.72,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.137058,0.349493,-0.92686,0.025242,0.332691,-0.942698,0.087,0.35,52.3,-12.1,433.3,0.379,-0.133,0.071,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.01,0.79,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.136005,0.350829,-0.92651,0.025558,0.335049,-0.941854,0.086,0.352,52.3,-12.2,433.1,0.382,-0.133,0.072,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.02,0.79,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.136459,0.351015,-0.926373,0.02583,0.334917,-0.941893,0.087,0.352,52.3,-12.2,433.1,0.382,-0.133,0.072,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.14,0.7,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.136335,0.351338,-0.926269,0.02588,0.335015,-0.941857,0.087,0.352,52.3,-12.2,433.0,0.382,-0.133,0.073,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1.16,0.79,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.151555,0.342653,-0.927157,0.022808,0.328828,-0.944114,0.093,0.345,52.2,-12.2,432.7,0.382,-0.133,0.073,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.12,0.84,0.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.14373,0.34933,-0.925911,0.021304,0.336053,-0.941602,0.088,0.352,52.1,-12.3,432.0,0.383,-0.132,0.072,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.03,0.0,0.27,1.09,0.82,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.143406,0.349939,-0.925731,0.031303,0.32927,-0.943717,0.093,0.348,52.0,-12.4,431.9,0.378,-0.132,0.072,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.03,0.0,0.3,1.05,0.61,0.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.142685,0.339663,-0.929661,0.033603,0.310029,-0.950133,0.094,0.333,52.0,-12.3,432.4,0.38,-0.13,0.071,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.03,0.0,0.23,1.05,0.65,0.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.144411,0.351327,-0.925049,0.036116,0.331062,-0.942918,0.096,0.35,51.9,-12.4,432.2,0.381,-0.13,0.072,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.06,0.77,0.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
