,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.127294,-0.04893,-0.990657,-0.039053,-0.057773,-0.997566,0.044,-0.054,57.5,50.4,377.6,-0.324,-0.06,0.117,0.0,0.0,0.0,0.87,0.11,0.0,0.0,1.18,0.0,0.0,0.13,0.01,0.0,0.0,0.07,2.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,0.033,0.98,1,0.140325,-0.058035,-0.988403,-0.042731,-0.073031,-0.996414,0.049,-0.066,57.7,50.1,375.0,-0.344,-0.061,0.103,0.0,0.0,0.0,0.93,0.04,0.0,0.15,1.34,0.0,0.0,0.21,0.16,0.0,0.0,0.29,2.24,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.142434,-0.061236,-0.987908,-0.043152,-0.076096,-0.996166,0.05,-0.069,57.8,50.2,375.1,-0.351,-0.055,0.096,0.0,0.0,0.0,0.95,0.0,0.0,0.17,1.43,0.0,0.0,0.3,0.4,0.0,0.0,0.37,2.32,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.142999,-0.060198,-0.98789,-0.043519,-0.07405,-0.996305,0.05,-0.068,57.9,50.3,375.7,-0.349,-0.05,0.092,0.0,0.0,0.0,0.99,0.0,0.06,0.14,1.44,0.0,0.0,0.5,0.56,0.0,0.0,0.41,2.39,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,5,0.133,0.98,1,0.131624,-0.070983,-0.988755,-0.043705,-0.084364,-0.995476,0.044,-0.078,58.2,50.5,376.2,-0.353,-0.054,0.086,0.01,0.0,0.02,1.0,0.0,0.06,0.09,1.49,0.0,0.0,0.49,0.69,0.0,0.0,0.3,2.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,6,0.167,0.98,1,0.124124,-0.098064,-0.987409,-0.024282,-0.09452,-0.995227,0.05,-0.097,57.8,50.6,377.2,-0.367,-0.043,0.092,0.07,0.0,0.06,1.0,0.0,0.19,0.07,1.49,0.0,0.0,0.49,0.66,0.0,0.0,0.2,2.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,7,0.2,0.98,1,0.124891,-0.098385,-0.98728,-0.023419,-0.096087,-0.995097,0.051,-0.098,57.7,50.5,377.2,-0.37,-0.044,0.093,0.09,0.0,0.14,0.98,0.0,0.22,0.03,1.45,0.0,0.0,0.46,0.67,0.0,0.0,0.09,2.01,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,8,0.233,0.98,1,0.133805,-0.103205,-0.985619,-0.016516,-0.086823,-0.996087,0.059,-0.096,57.4,50.7,376.8,-0.372,-0.049,0.096,0.15,0.0,0.14,1.02,0.0,0.22,0.0,1.32,0.01,0.0,0.53,0.54,0.0,0.0,0.12,1.82,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,9,0.267,0.98,1,0.132044,-0.114981,-0.984553,-0.027926,-0.113822,-0.993109,0.053,-0.115,57.2,51.0,376.6,-0.384,-0.045,0.101,0.13,0.0,0.15,0.91,0.05,0.12,0.0,1.3,0.01,0.0,0.68,0.59,0.0,0.0,0.26,1.84,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,10,0.3,0.98,1,0.130147,-0.11066,-0.9853,-0.042905,-0.10114,-0.993947,0.044,-0.107,56.7,51.3,377.6,-0.385,-0.033,0.104,0.18,0.0,0.09,1.01,0.12,0.03,0.0,1.36,0.01,0.0,0.8,0.54,0.0,0.0,0.35,1.81,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
