,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.053699,0.290272,-0.955436,-0.137308,0.309779,-0.940842,-0.044,0.306,43.3,-40.9,345.1,0.094,0.074,0.06,1.32,0.59,0.52,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.83,0.85,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.069231,0.290348,-0.954414,-0.141336,0.307225,-0.941083,-0.038,0.305,43.0,-40.7,344.0,0.09,0.065,0.066,1.25,0.69,0.44,0.0,0.0,0.34,0.0,0.0,0.0,0.0,1.02,0.83,0.02,0.08,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.07559,0.296111,-0.952158,-0.142699,0.3071,-0.940918,-0.035,0.308,43.0,-40.7,343.8,0.089,0.062,0.069,1.18,0.71,0.42,0.0,0.0,0.35,0.0,0.0,0.0,0.0,1.11,0.75,0.02,0.12,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.074258,0.303681,-0.949876,-0.128504,0.315033,-0.940341,-0.029,0.316,45.0,-41.8,342.1,0.092,0.067,0.073,1.14,0.6,0.39,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.1,0.66,0.02,0.13,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.075087,0.308312,-0.948317,-0.130093,0.316629,-0.939586,-0.029,0.32,45.0,-41.8,341.8,0.098,0.067,0.073,1.17,0.54,0.35,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.03,0.65,0.0,0.15,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.051067,0.299964,-0.952583,-0.131797,0.305727,-0.942953,-0.043,0.309,47.1,-43.2,339.2,0.093,0.066,0.078,1.17,0.47,0.33,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.91,0.74,0.1,0.24,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.038346,0.296217,-0.954351,-0.168253,0.328722,-0.929319,-0.069,0.32,49.0,-44.3,333.5,0.104,0.071,0.083,1.14,0.6,0.29,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.77,0.82,0.12,0.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.040445,0.312333,-0.949111,-0.148399,0.331606,-0.931673,-0.057,0.33,51.0,-45.2,328.9,0.112,0.073,0.088,1.06,0.55,0.33,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.74,0.9,0.24,0.43,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,-0.008994,0.302482,-0.953113,-0.123258,0.325337,-0.937531,-0.07,0.321,53.5,-46.9,325.2,0.113,0.075,0.092,1.1,0.56,0.33,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.7,0.91,0.26,0.44,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.026846,0.321846,-0.946411,-0.130212,0.31949,-0.938601,-0.055,0.328,55.2,-48.7,317.0,0.114,0.077,0.096,1.15,0.42,0.39,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.63,0.98,0.33,0.46,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
