,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.200293,0.219429,-0.954847,0.027536,0.25819,-0.965702,0.118,0.244,53.2,18.3,458.5,0.115,-0.057,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.15,0.0,1.33,0.29,0.0,0.16,0.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.191342,0.228837,-0.954475,0.034032,0.270852,-0.962019,0.117,0.255,53.7,17.8,455.9,0.127,-0.062,-0.001,0.0,0.0,0.0,0.0,0.04,0.23,0.0,0.24,0.0,0.76,0.1,0.0,0.77,0.58,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.189002,0.24484,-0.950964,0.032379,0.287265,-0.957304,0.115,0.272,53.6,17.4,454.8,0.149,-0.06,-0.004,0.0,0.0,0.0,0.0,0.08,0.37,0.0,0.3,0.03,0.52,0.0,0.0,1.12,0.37,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.1866,0.254224,-0.948974,0.033282,0.296455,-0.954467,0.115,0.282,53.5,17.1,453.9,0.163,-0.058,-0.004,0.0,0.0,0.0,0.0,0.09,0.58,0.0,0.22,0.03,0.44,0.07,0.0,1.07,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.18302,0.254899,-0.949489,0.033391,0.301969,-0.952733,0.113,0.285,53.2,16.9,451.0,0.172,-0.058,-0.003,0.12,0.0,0.0,0.0,0.07,0.63,0.0,0.15,0.03,0.45,0.09,0.08,1.29,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.175264,0.267215,-0.947565,0.025927,0.305332,-0.951893,0.106,0.293,52.5,16.9,451.2,0.194,-0.05,0.009,0.12,0.0,0.0,0.0,0.01,0.52,0.0,0.12,0.0,0.25,0.18,0.08,1.23,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.169566,0.266158,-0.948898,0.01868,0.301199,-0.953378,0.099,0.29,52.1,17.1,449.2,0.183,-0.061,0.022,0.12,0.0,0.0,0.0,0.0,0.52,0.0,0.13,0.03,0.06,0.12,0.08,1.27,0.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.181168,0.259329,-0.948645,0.024564,0.300379,-0.953504,0.108,0.286,52.1,17.2,447.9,0.183,-0.065,0.013,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.13,0.07,0.0,0.09,0.0,1.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.182979,0.264982,-0.946733,0.02691,0.301784,-0.952996,0.11,0.29,51.5,17.3,449.8,0.198,-0.059,0.017,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.04,0.11,0.0,0.0,0.0,1.07,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.177541,0.280087,-0.943414,0.019757,0.30449,-0.952311,0.104,0.299,51.0,17.4,449.6,0.209,-0.05,0.014,0.0,0.0,0.0,0.0,0.02,0.64,0.0,0.13,0.15,0.0,0.0,0.1,1.02,0.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
