,frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
0,1,0.0,0.98,1,0.151434,-0.007459,-0.988439,-0.107683,0.019102,-0.994002,0.022,0.006,42.2,39.0,363.4,0.05,0.149,-0.15,0.0,0.15,0.55,0.13,0.0,0.0,0.17,0.05,0.0,0.0,0.0,0.3,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.033,0.98,1,0.152271,-0.013457,-0.988247,-0.109776,0.015473,-0.993836,0.021,0.001,42.2,38.9,362.4,0.047,0.156,-0.16,0.0,0.05,0.45,0.08,0.0,0.0,0.21,0.08,0.0,0.0,0.09,0.36,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.067,0.98,1,0.155097,-0.012971,-0.987814,-0.110237,0.018422,-0.993735,0.023,0.003,42.2,38.8,362.2,0.05,0.159,-0.165,0.0,0.09,0.42,0.07,0.0,0.0,0.23,0.09,0.0,0.0,0.15,0.39,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.1,0.98,1,0.15427,-0.011901,-0.987957,-0.11086,0.020421,-0.993626,0.022,0.004,42.2,38.8,362.3,0.051,0.16,-0.167,0.0,0.11,0.45,0.03,0.0,0.0,0.2,0.08,0.0,0.0,0.13,0.43,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.133,0.98,1,0.15326,-0.011323,-0.988121,-0.111606,0.023522,-0.993474,0.021,0.006,42.2,38.8,362.3,0.052,0.162,-0.167,0.0,0.18,0.45,0.03,0.0,0.0,0.19,0.1,0.0,0.0,0.14,0.4,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.167,0.98,1,0.15241,-0.013083,-0.988231,-0.110531,0.023971,-0.993584,0.021,0.005,42.2,38.8,362.3,0.052,0.161,-0.168,0.0,0.18,0.44,0.08,0.0,0.0,0.17,0.14,0.0,0.0,0.16,0.41,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.2,0.98,1,0.109868,0.004111,-0.993938,-0.127935,0.03723,-0.991084,-0.009,0.021,42.0,38.5,363.2,0.05,0.165,-0.168,0.0,0.24,0.42,0.17,0.0,0.0,0.16,0.19,0.0,0.0,0.21,0.39,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,0.233,0.98,1,0.108834,0.004417,-0.99405,-0.128478,0.03569,-0.99107,-0.01,0.02,42.0,38.5,363.1,0.051,0.165,-0.168,0.0,0.25,0.38,0.2,0.0,0.0,0.15,0.19,0.0,0.0,0.29,0.44,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9,0.267,0.98,1,0.107714,0.006416,-0.994161,-0.133322,0.035293,-0.990444,-0.013,0.021,42.0,37.7,362.2,0.046,0.162,-0.166,0.0,0.22,0.38,0.14,0.0,0.0,0.2,0.17,0.0,0.0,0.32,0.44,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,10,0.3,0.98,1,0.108822,0.008009,-0.994029,-0.132078,0.038435,-0.990494,-0.012,0.023,42.0,37.7,362.3,0.049,0.162,-0.167,0.0,0.15,0.35,0.06,0.0,0.02,0.25,0.1,0.0,0.0,0.3,0.4,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
